BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT,BALANCE_GROUP,BALANCE_FREQ_GROUP,PURCHASES_GROUP,ONEOFF_PURCHASES_GROUP,INSTALLMENTS_PURCHASES_GROUP,CASH_ADVANCE_GROUP,PURCHASES_FREQ_GROUP,ONEOFF_PURCHASES_FREQ_GROUP,PURCHASES_INSTALLMENTS_FREQ_GROUP,CASH_ADVANCE_FREQ_GROUP,CASH_ADVANCE_TRX_GROUP,PURCHASES_TRX_GROUP,CREDIT_LIMIT_GROUP,PAYMENTS_GROUP,MIN_PAYMENTS_GROUP,PRC_FULL_PAYMENT_GROUP
42.46,0.55,396.0,0.0,396.0,0.0,0.5,0.0,0.42,0.0,0,12,1200.0,725.61,140.81,1.0,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.81-1
1935.36,1.0,4915.6,4515.34,400.26,293.84,1.0,1.0,0.33,0.08,1,50,9000.0,4921.07,594.76,0.0,12,1,0-2000,0.81-1,4001-6000,4001-6000,0-2000,0-2000,0.81-1,0.81-1,0.21-0.4,0-0.2,0-5,46-60,8001-10000,4001-6000,0-2000,0-0.2
134.92,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.23,171.36,1.0,12,2,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.81-1,0-0.2,0-0.2,0-5,16-30,16001-18000,0-2000,0-2000,0.81-1
7069.95,1.0,1603.78,1445.14,158.64,5626.0,1.0,0.83,1.0,0.75,23,23,11000.0,4589.87,1876.26,0.0,12,2,6001-8000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0.81-1,0.81-1,0.81-1,0.61-0.8,21-25,16-30,10001-12000,4001-6000,0-2000,0-0.2
8181.25,1.0,2258.01,1318.78,939.23,5251.23,1.0,0.75,1.0,0.75,21,60,13500.0,3021.58,2074.58,0.0,12,2,8001-10000,0.81-1,2001-4000,0-2000,0-2000,4001-6000,0.81-1,0.61-0.8,0.81-1,0.61-0.8,21-25,46-60,12001-14000,2001-4000,2001-4000,0-0.2
4037.31,1.0,45.0,45.0,0.0,104.24,0.08,0.08,0.0,0.08,1,1,4500.0,1073.84,968.94,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
6110.27,1.0,0.0,0.0,0.0,2717.25,0.0,0.0,0.0,0.42,14,0,6500.0,1502.21,2864.38,0.0,12,1,6001-8000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.41-0.6,11-15,0-15,6001-8000,0-2000,2001-4000,0-0.2
9381.26,1.0,5100.07,1147.83,3952.24,370.74,1.0,0.25,0.92,0.08,1,46,9000.0,6409.5,9827.05,0.0,12,2,8001-10000,0.81-1,4001-6000,0-2000,2001-4000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,46-60,8001-10000,6001-8000,8001-10000,0-0.2
1977.01,1.0,1032.04,226.9,805.14,4335.92,0.91,0.09,0.82,0.55,21,17,4000.0,3056.42,910.71,0.09,11,0,0-2000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0.81-1,0-0.2,0.81-1,0.41-0.6,21-25,16-30,2001-4000,2001-4000,0-2000,0-0.2
1321.48,1.0,45.65,45.65,0.0,495.66,0.08,0.08,0.0,0.08,1,1,1800.0,440.84,312.56,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1307.72,1.0,405.6,405.6,0.0,0.0,0.17,0.17,0.0,0.0,0,2,2400.0,0.0,0.0,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
2329.49,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,0.0,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1139.78,1.0,0.0,0.0,0.0,120.61,0.0,0.0,0.0,0.08,1,0,1200.0,151.82,2906.11,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,2001-4000,0-0.2
1619.96,1.0,739.44,739.44,0.0,0.0,0.67,0.67,0.0,0.0,0,11,6000.0,417.13,389.14,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0.61-0.8,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
3505.67,1.0,0.0,0.0,0.0,1713.98,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,0.0,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
4.71,0.36,79.0,0.0,79.0,0.0,0.25,0.0,0.17,0.0,0,3,7000.0,217.82,121.78,1.0,12,1,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0.81-1
0.0,0.0,0.0,0.0,0.0,89.85,0.0,0.0,0.0,0.14,1,0,3000.0,138.02,138.02,0.0,7,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
4.88,0.67,20.0,20.0,0.0,0.0,0.11,0.11,0.0,0.0,0,1,1500.0,26.49,60.91,0.0,9,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
23.39,0.27,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.15,54.79,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
3539.8,1.0,2823.8,1540.41,1283.39,0.0,0.92,0.92,0.83,0.0,0,75,5700.0,9172.79,2103.8,0.08,12,1,2001-4000,0.81-1,2001-4000,0-2000,0-2000,0-2000,0.81-1,0.81-1,0.81-1,0-0.2,0-5,61-75,4001-6000,8001-10000,2001-4000,0-0.2
0.62,0.09,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,0.0,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,31-45,4001-6000,0-2000,0-2000,0-0.2
862.07,1.0,0.0,0.0,0.0,920.31,0.0,0.0,0.0,0.08,1,0,4000.0,2236.89,214.83,0.08,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,2001-4000,0-2000,0-0.2
2441.54,1.0,808.0,808.0,0.0,959.86,0.25,0.25,0.0,0.33,6,4,4000.0,532.74,1026.98,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0.21-0.4,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
408.66,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.79,176.61,0.08,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
4986.4,1.0,0.0,0.0,0.0,5439.47,0.0,0.0,0.0,0.58,40,0,8000.0,1241.54,1439.23,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.41-0.6,36-40,0-15,6001-8000,0-2000,0-2000,0-0.2
1246.62,1.0,423.7,177.64,246.06,412.4,0.67,0.17,0.5,0.08,2,10,2000.0,577.05,498.37,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
6644.2,1.0,4478.75,2721.59,1757.16,7205.52,1.0,0.92,1.0,0.58,21,64,9000.0,10857.94,2469.57,0.08,12,2,6001-8000,0.81-1,4001-6000,2001-4000,0-2000,6001-8000,0.81-1,0.81-1,0.81-1,0.41-0.6,21-25,61-75,8001-10000,10001-12000,2001-4000,0-0.2
156.22,0.82,1354.86,585.63,769.23,0.0,0.92,0.33,0.83,0.0,0,34,5500.0,858.98,108.32,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,31-45,4001-6000,0-2000,0-2000,0-0.2
3393.35,1.0,0.0,0.0,0.0,1008.35,0.0,0.0,0.0,0.08,2,0,4200.0,0.0,0.0,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
5322.99,1.0,2812.2,857.12,1955.08,2510.35,1.0,0.25,1.0,0.33,8,81,8500.0,1509.42,1834.03,0.0,12,1,4001-6000,0.81-1,2001-4000,0-2000,0-2000,2001-4000,0.81-1,0.21-0.4,0.81-1,0.21-0.4,6-10,76-90,8001-10000,0-2000,0-2000,0-0.2
6458.56,1.0,0.0,0.0,0.0,3360.23,0.0,0.0,0.0,0.25,11,0,7000.0,1277.77,2760.12,0.0,12,1,6001-8000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.21-0.4,11-15,0-15,6001-8000,0-2000,2001-4000,0-0.2
175.34,0.82,1508.9,1252.36,256.54,0.0,0.67,0.42,0.33,0.0,0,14,5000.0,1884.23,136.64,1.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0.41-0.6,0.21-0.4,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0.81-1
680.2,1.0,1045.57,667.95,377.62,0.0,1.0,0.58,1.0,0.0,0,25,3000.0,552.43,207.72,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0-0.2
223.76,0.64,2309.78,0.0,2309.78,0.0,0.58,0.0,0.5,0.0,0,12,6500.0,1206.81,99.37,0.33,12,1,0-2000,0.61-0.8,2001-4000,0-2000,2001-4000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0.21-0.4
1785.63,1.0,0.0,0.0,0.0,576.21,0.0,0.0,0.0,0.25,10,0,1800.0,687.69,2439.14,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,6-10,0-15,0-2000,0-2000,2001-4000,0-0.2
54.93,0.27,495.0,0.0,495.0,0.0,0.17,0.0,0.17,0.0,0,2,7000.0,1969.85,147.05,1.0,12,1,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0.81-1
2662.63,1.0,0.0,0.0,0.0,509.02,0.0,0.0,0.0,0.33,4,0,3000.0,932.42,709.21,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
8504.88,1.0,6724.26,4100.08,2624.18,1686.6,1.0,0.92,1.0,0.5,10,85,17000.0,1888.76,2167.45,0.0,12,2,8001-10000,0.81-1,6001-8000,4001-6000,2001-4000,0-2000,0.81-1,0.81-1,0.81-1,0.41-0.6,6-10,76-90,16001-18000,0-2000,2001-4000,0-0.2
1464.32,1.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0,0.0,0,8,9000.0,0.0,0.0,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
2114.16,1.0,5580.85,0.0,5580.85,0.0,1.0,0.0,1.0,0.0,0,75,8500.0,3564.98,630.0,0.0,12,1,2001-4000,0.81-1,4001-6000,0-2000,4001-6000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,61-75,8001-10000,2001-4000,0-2000,0-0.2
2876.4,1.0,0.0,0.0,0.0,998.85,0.0,0.0,0.0,0.17,2,0,3200.0,1065.43,1412.65,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
14224.12,1.0,0.0,0.0,0.0,4614.43,0.0,0.0,0.0,0.33,9,0,19000.0,3066.61,3406.26,0.0,12,2,>10001,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.21-0.4,6-10,0-15,18001-20000,2001-4000,2001-4000,0-0.2
2392.92,1.0,12462.44,12462.44,0.0,0.0,0.92,0.92,0.0,0.0,0,217,2800.0,11628.72,2000.99,0.0,12,1,2001-4000,0.81-1,>10001,>10001,0-2000,0-2000,0.81-1,0.81-1,0-0.2,0-0.2,0-5,>135,2001-4000,10001-12000,2001-4000,0-0.2
57.45,0.75,0.0,0.0,0.0,272.71,0.0,0.0,0.0,0.12,1,0,1200.0,385.85,84.7,0.17,8,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
4245.86,1.0,1957.3,1077.3,880.0,0.0,0.83,0.17,0.58,0.0,0,19,5000.0,1004.35,1086.43,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.41-0.6,0-0.2,0-5,16-30,4001-6000,0-2000,0-2000,0-0.2
11167.23,1.0,150.64,150.64,0.0,8362.15,0.08,0.08,0.0,0.5,14,1,17000.0,2606.06,2894.08,0.0,12,2,>10001,0.81-1,0-2000,0-2000,0-2000,8001-10000,0-0.2,0-0.2,0-0.2,0.41-0.6,11-15,0-15,16001-18000,2001-4000,2001-4000,0-0.2
69.41,0.09,0.0,0.0,0.0,2799.71,0.0,0.0,0.0,0.08,3,0,13000.0,0.0,0.0,0.0,12,1,0-2000,0-0.2,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,12001-14000,0-2000,0-2000,0-0.2
116.65,0.27,907.0,907.0,0.0,273.56,0.25,0.25,0.0,0.08,1,8,5000.0,0.0,0.0,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
4637.85,1.0,1271.12,351.54,919.58,0.0,0.83,0.25,0.83,0.0,0,33,5000.0,1906.03,3572.28,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,31-45,4001-6000,0-2000,2001-4000,0-0.2
24.28,0.64,250.6,0.0,250.6,0.0,0.58,0.0,0.5,0.0,0,7,3000.0,319.76,173.63,0.0,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
9354.06,1.0,796.33,796.33,0.0,13748.47,0.08,0.08,0.0,0.67,16,1,13000.0,10664.66,2600.88,0.08,12,2,8001-10000,0.81-1,0-2000,0-2000,0-2000,>10001,0-0.2,0-0.2,0-0.2,0.61-0.8,16-20,0-15,12001-14000,10001-12000,2001-4000,0-0.2
231.11,1.0,440.0,0.0,440.0,0.0,0.92,0.0,0.92,0.0,0,22,4000.0,554.12,185.09,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0-0.2
1562.63,1.0,1330.62,1169.63,160.99,0.0,0.5,0.17,0.25,0.0,0,8,2000.0,1020.78,709.61,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.21-0.4,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2494.87,1.0,5491.79,1390.5,4101.29,0.0,1.0,0.5,1.0,0.0,0,52,17000.0,1015.31,615.92,0.0,12,2,2001-4000,0.81-1,4001-6000,0-2000,4001-6000,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,46-60,16001-18000,0-2000,0-2000,0-0.2
706.13,1.0,897.86,714.52,183.34,586.27,0.92,0.33,0.92,0.25,3,18,1200.0,972.36,184.52,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0.21-0.4,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
19043.14,1.0,22009.92,9449.07,12560.85,0.0,1.0,0.75,1.0,0.0,0,216,18000.0,23018.58,18621.01,0.0,12,2,>10001,0.81-1,>10001,8001-10000,>10001,0-2000,0.81-1,0.61-0.8,0.81-1,0-0.2,0-5,>135,16001-18000,>20000,18001-20000,0-0.2
2235.1,1.0,720.6,720.6,0.0,723.31,1.0,1.0,0.0,0.08,1,12,2500.0,1061.29,689.12,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.81-1,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
947.13,1.0,197.06,148.66,48.4,0.0,0.33,0.25,0.17,0.0,0,5,1000.0,492.2,509.38,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
764.04,0.82,0.0,0.0,0.0,1307.1,0.0,0.0,0.0,0.17,3,0,7500.0,1566.81,172.96,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0-0.2
5347.81,1.0,0.0,0.0,0.0,4002.35,0.0,0.0,0.0,0.5,9,0,7000.0,0.0,0.0,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,6001-8000,0-2000,0-2000,0-0.2
10598.47,1.0,2084.48,1300.48,784.0,0.0,0.67,0.42,0.58,0.0,0,13,21500.0,3219.62,3068.13,0.0,12,2,>10001,0.81-1,2001-4000,0-2000,0-2000,0-2000,0.61-0.8,0.41-0.6,0.41-0.6,0-0.2,0-5,0-15,>20000,2001-4000,2001-4000,0-0.2
2163.68,1.0,5779.36,3436.53,2342.83,0.0,1.0,1.0,1.0,0.0,0,97,6500.0,4416.41,546.44,0.0,12,1,2001-4000,0.81-1,4001-6000,2001-4000,2001-4000,0-2000,0.81-1,0.81-1,0.81-1,0-0.2,0-5,91-105,6001-8000,4001-6000,0-2000,0-0.2
3057.4,1.0,1025.0,1025.0,0.0,0.0,0.08,0.08,0.0,0.0,0,2,7500.0,698.85,819.68,0.0,12,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0-0.2
19.35,0.91,689.7,0.0,689.7,0.0,0.83,0.0,0.83,0.0,0,10,10000.0,746.69,746.69,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
264.81,1.0,28.65,28.65,0.0,384.26,0.08,0.08,0.0,0.08,1,1,9000.0,1235.63,194.32,0.08,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
1108.22,0.91,944.96,164.96,780.0,0.0,0.5,0.25,0.42,0.0,0,9,1500.0,1955.2,992.65,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.21-0.4,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
906.57,1.0,1039.2,80.0,959.2,103.1,0.83,0.08,0.83,0.08,1,11,13500.0,1855.24,468.2,0.08,12,2,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,12001-14000,0-2000,0-2000,0-0.2
7679.63,1.0,4059.93,0.0,4059.93,555.47,0.58,0.0,0.5,0.17,7,14,7000.0,3685.61,12854.94,0.0,12,1,6001-8000,0.81-1,4001-6000,0-2000,4001-6000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,6-10,0-15,6001-8000,2001-4000,12001-14000,0-0.2
1523.91,1.0,4075.37,3322.28,753.09,0.0,1.0,1.0,1.0,0.0,0,31,6500.0,2254.26,329.3,0.0,12,1,0-2000,0.81-1,4001-6000,2001-4000,0-2000,0-2000,0.81-1,0.81-1,0.81-1,0-0.2,0-5,31-45,6001-8000,2001-4000,0-2000,0-0.2
49.21,1.0,870.24,0.0,870.24,0.0,1.0,0.0,1.0,0.0,0,24,8000.0,835.84,193.01,1.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,6001-8000,0-2000,0-2000,0.81-1
13673.08,1.0,9792.23,3959.81,5832.42,2444.45,1.0,0.75,1.0,0.75,26,216,20000.0,11717.31,6042.39,0.0,12,2,>10001,0.81-1,8001-10000,2001-4000,4001-6000,2001-4000,0.81-1,0.61-0.8,0.81-1,0.61-0.8,26-30,>135,18001-20000,10001-12000,6001-8000,0-0.2
106.46,0.64,2463.12,789.53,1673.59,0.0,1.0,0.5,1.0,0.0,0,46,4000.0,2573.72,95.34,0.64,12,0,0-2000,0.61-0.8,2001-4000,0-2000,0-2000,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,46-60,2001-4000,2001-4000,0-2000,0.61-0.8
119.76,0.36,1859.34,0.0,1859.34,0.0,0.33,0.0,0.25,0.0,0,4,20000.0,3104.28,288.9,0.25,12,2,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,18001-20000,2001-4000,0-2000,0.21-0.4
5837.11,1.0,3488.49,3262.25,226.24,3303.15,1.0,1.0,0.5,0.75,15,46,7900.0,0.0,0.0,0.0,12,1,4001-6000,0.81-1,2001-4000,2001-4000,0-2000,2001-4000,0.81-1,0.81-1,0.41-0.6,0.61-0.8,11-15,46-60,6001-8000,0-2000,0-2000,0-0.2
1734.51,1.0,0.0,0.0,0.0,66.28,0.0,0.0,0.0,0.17,2,0,1800.0,363.47,2828.0,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,2001-4000,0-0.2
2765.75,1.0,7283.31,5087.31,2196.0,0.0,1.0,1.0,0.67,0.0,0,77,11000.0,14373.39,1058.13,0.25,12,2,2001-4000,0.81-1,6001-8000,4001-6000,2001-4000,0-2000,0.81-1,0.81-1,0.61-0.8,0-0.2,0-5,76-90,10001-12000,14001-16000,0-2000,0.21-0.4
1046.37,1.0,295.0,295.0,0.0,93.58,0.08,0.08,0.0,0.08,1,2,1200.0,439.41,362.84,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2737.37,1.0,0.0,0.0,0.0,429.69,0.0,0.0,0.0,0.42,5,0,3000.0,778.83,721.8,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
4014.82,1.0,0.0,0.0,0.0,988.36,0.0,0.0,0.0,0.08,1,0,8500.0,1009.19,1177.15,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
871.57,1.0,648.22,115.0,533.22,0.0,1.0,0.08,1.0,0.0,0,27,1200.0,1110.89,208.3,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
1610.04,1.0,557.19,525.64,31.55,0.0,0.25,0.08,0.17,0.0,0,5,4000.0,422.71,616.01,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
114.59,1.0,469.98,0.0,469.98,0.0,1.0,0.0,0.83,0.0,0,6,1000.0,367.11,86.1,0.5,6,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.41-0.6
5800.59,1.0,0.0,0.0,0.0,369.95,0.0,0.0,0.0,0.08,1,0,6500.0,1346.37,1972.53,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0-0.2
823.1,0.36,131.64,0.0,131.64,0.0,1.0,0.0,1.0,0.0,0,12,8000.0,2916.07,243.2,0.0,12,1,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,6001-8000,2001-4000,0-2000,0-0.2
595.68,1.0,5078.14,4330.53,747.61,1424.44,0.92,0.67,0.75,0.08,1,42,15000.0,4756.65,241.89,0.92,12,2,0-2000,0.81-1,4001-6000,4001-6000,0-2000,0-2000,0.81-1,0.61-0.8,0.61-0.8,0-0.2,0-5,31-45,14001-16000,4001-6000,0-2000,0.81-1
1128.12,1.0,924.6,0.0,924.6,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1202.71,1747.04,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
